binf_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr10_18673336_18673337	1	0.00495037	0.212132	196.005	5	16	0.093166	0.782378	17.5316	-97	1	0.00495037	0.212132	196.005	-26	66	0.419544	1.52083	3.99905	-98	6	0.0389099	0.45399	58.1528	-98	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	11	0.0517314	0.72184	13.3306	64	0	0	0	0	0	14	0.0648004	0.820851	9.43201	-77	3	0.0147026	0.369274	62.0152	-94
chr10_19280418_19280419	4	0.0195045	0.427482	45.2703	-93	2	0.00985124	0.300753	95.51	-13	0	0	0	0	0	17	0.0774238	0.911878	6.91592	-60	2	0.00985124	0.300753	95.5101	-45	2	0.00985124	0.300753	95.51	-21	2	0.00985124	0.300753	95.5101	-91	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	56	1	0.00495037	0.212132	196.005	72
chr10_21588208_21588209	1	0.00495037	0.212132	196.005	36	17	0.0973243	0.813324	15.94	33	3	0.0147026	0.369274	62.0152	-52	10	0.0472761	0.686443	15.1524	54	9	0.0427712	0.649519	17.3802	-37	4	0.0195045	0.427482	45.2703	-38	4	0.0195045	0.427482	45.2703	-86	12	0.0959382	0.578243	48.0209	34	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-77	1	0.00495037	0.212132	196.005	72
chr10_21590266_21590267	4	0.0195045	0.427482	45.2703	87	31	0.200094	1.03436	12.2027	87	1	0.00495037	0.212132	196.005	-60	8	0.0382169	0.610784	20.1665	-13	7	0.033613	0.569862	23.7504	86	1	0.00495037	0.212132	196.005	-7	1	0.00495037	0.212132	196.005	85	11	0.0517314	0.72184	13.3306	87	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-4
chr10_21613359_21613360	17	0.0973243	0.813324	15.94	-48	9	0.0427712	0.649519	17.3802	26	8	0.0382169	0.610784	20.1665	24	41	0.222074	1.29856	4.50167	-30	2	0.00985124	0.300753	95.5101	-46	1	0.00495037	0.212132	196.005	63	1	0.00495037	0.212132	196.005	-85	7	0.033613	0.569862	23.7504	27	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-85	1	0.00495037	0.212132	196.005	-64
chr10_22967752_22967753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_23000176_23000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24521609_24521610	8	0.0382169	0.610784	20.1665	30	1	0.00495037	0.212132	196.005	-18	0	0	0	0	0	1	0.00495037	0.212132	196.005	6	1	0.00495037	0.212132	196.005	-71	2	0.00985124	0.300753	95.51	46	2	0.00985124	0.300753	95.51	-47	4	0.0195045	0.427482	45.2703	-16	0	0	0	0	0	11	0.0616816	0.661059	25.1234	-63	2	0.00985124	0.300753	95.5101	-17
chr10_24525263_24525264	11	0.0517314	0.72184	13.3306	63	1	0.00495037	0.212132	196.005	5	2	0.00985124	0.300753	95.51	-95	7	0.033613	0.569862	23.7504	-39	1	0.00495037	0.212132	196.005	-3	3	0.0147026	0.369274	62.0152	-51	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-72	0	0	0	0	0	1	0.00495037	0.212132	196.005	-55	2	0.00985124	0.300753	95.51	-27
chr10_24526615_24526616	7	0.0435633	0.500568	47.475	-25	6	0.0289597	0.526235	28.5308	16	5	0.0242568	0.479157	35.2255	-59	2	0.00985124	0.300753	95.51	-52	1	0.00495037	0.212132	196.005	88	1	0.00495037	0.212132	196.005	71	2	0.00985124	0.300753	95.5101	-48	2	0.00985124	0.300753	95.5101	-52	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-46	2	0.00985124	0.300753	95.5101	-54
chr10_24601285_24601286	5	0.0242568	0.479157	35.2255	-66	19	0.145293	0.743971	24.7033	24	1	0.00495037	0.212132	196.005	83	25	0.138759	1.00169	9.49077	45	3	0.0147026	0.369274	62.0152	10	1	0.00495037	0.212132	196.005	70	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-63	0	0	0	0	0	12	0.0660875	0.696702	22.0527	7	5	0.0242568	0.479157	35.2255	-54
chr10_24627941_24627942	16	0.0832158	0.827832	13.9949	-98	3	0.0147026	0.369274	62.0152	-98	8	0.0382169	0.610784	20.1665	-54	9	0.0427712	0.649519	17.3802	85	4	0.0294547	0.347863	95.7371	-49	2	0.00985124	0.300753	95.51	-33	1	0.00495037	0.212132	196.005	6	5	0.0242568	0.479157	35.2255	-98	1	0.00495037	0.212132	196.005	35	8	0.0481671	0.544051	39.5975	-14	2	0.00985124	0.300753	95.51	-8
chr10_24631084_24631085	1	0.00495037	0.212132	196.005	-69	6	0.0289597	0.526235	28.5308	-59	0	0	0	0	0	12	0.0561372	0.755929	11.8135	-31	0	0	0	0	0	2	0.00985124	0.300753	95.51	-45	0	0	0	0	0	4	0.0294547	0.347863	95.7371	49	0	0	0	0	0	2	0.00985124	0.300753	95.51	8	1	0.00495037	0.212132	196.005	2
chr10_24631118_24631119	2	0.00985124	0.300753	95.51	-89	4	0.0195045	0.427482	45.2703	-25	0	0	0	0	0	10	0.0472761	0.686443	15.1524	3	0	0	0	0	0	4	0.0294547	0.347863	95.7371	-87	0	0	0	0	0	3	0.0246529	0.285176	131.817	83	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-88	1	0.00495037	0.212132	196.005	36
chr10_24850901_24850902	1	0.00495037	0.212132	196.005	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24938539_24938540	1	0.00495037	0.212132	196.005	-85	0	0	0	0	0	1	0.00495037	0.212132	196.005	3	1	0.00495037	0.212132	196.005	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24994023_24994024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24996765_24996766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_25593007_25593008	1	0.00495037	0.212132	196.005	-55	1	0.00495037	0.212132	196.005	-38	1	0.00495037	0.212132	196.005	-12	4	0.0195045	0.427482	45.2703	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26017146_26017147	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26067565_26067566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0242568	0.479157	35.2255	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26092548_26092549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26150149_26150150	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.0289597	0.526235	28.5308	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26175125_26175126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26200430_26200431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26218495_26218496	1	0.00495037	0.212132	196.005	33	1	0.00495037	0.212132	196.005	32	0	0	0	0	0	1	0.00495037	0.212132	196.005	33	1	0.00495037	0.212132	196.005	32	1	0.00495037	0.212132	196.005	32	0	0	0	0	0	2	0.00985124	0.300753	95.51	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26292391_26292392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26496644_26496645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26744703_26744704	6	0.0389099	0.45399	58.1529	-4	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	2	0.00985124	0.300753	95.51	-4	0	0	0	0	0	1	0.00495037	0.212132	196.005	-54	0	0	0	0	0	1	0.00495037	0.212132	196.005	7	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-88
chr10_26752662_26752663	4	0.0195045	0.427482	45.2703	-98	15	0.0790079	0.796491	15.5549	58	7	0.033613	0.569862	23.7504	56	25	0.128809	1.03966	8.13652	26	6	0.0289597	0.526235	28.5308	61	2	0.0198015	0.212132	196.005	-28	1	0.00495037	0.212132	196.005	-14	20	0.109502	0.902077	12.1984	48	0	0	0	0	0	9	0.0527215	0.585024	33.5915	-80	3	0.0147026	0.369274	62.0152	-78
chr10_26762739_26762740	12	0.0561372	0.755929	11.8135	45	11	0.0616816	0.661059	25.1234	46	3	0.0147026	0.369274	62.0152	61	143	1.00131	2.13293	0.97424	64	10	0.0472761	0.686443	15.1524	-47	11	0.0616816	0.661059	25.1234	-6	2	0.00985124	0.300753	95.51	-27	49	0.263954	1.4235	3.2454	66	0	0	0	0	0	28	0.1796	0.986122	14.4946	-80	4	0.0195045	0.427482	45.2703	-53
chr10_26767315_26767316	26	0.152422	0.993973	16.7591	49	4	0.0195045	0.427482	45.2703	-53	62	0.382466	1.49631	3.94473	12	66	0.399644	1.55823	4.25161	15	5	0.0242568	0.479157	35.2255	-89	6	0.0289597	0.526235	28.5308	-7	0	0	0	0	0	7	0.033613	0.569862	23.7504	-43	0	0	0	0	0	10	0.0572263	0.623918	28.8885	-96	6	0.0289597	0.526235	28.5308	-48
chr10_27013374_27013375	0	0	0	0	0	8	0.0481671	0.544051	39.5975	-61	2	0.00985124	0.300753	95.51	5	7	0.033613	0.569862	23.7504	-20	3	0.0147026	0.369274	62.0152	-80	0	0	0	0	0	1	0.00495037	0.212132	196.005	-51	5	0.0242568	0.479157	35.2255	9	0	0	0	0	0	2	0.00985124	0.300753	95.51	7	1	0.00495037	0.212132	196.005	34
chr10_27026002_27026003	7	0.033613	0.569862	23.7504	-91	1	0.00495037	0.212132	196.005	44	1	0.00495037	0.212132	196.005	85	2	0.00985124	0.300753	95.51	4	2	0.00985124	0.300753	95.51	-81	1	0.00495037	0.212132	196.005	-15	0	0	0	0	0	1	0.00495037	0.212132	196.005	40	0	0	0	0	0	1	0.00495037	0.212132	196.005	53	0	0	0	0	0
chr10_27050747_27050748	3	0.0147026	0.369274	62.0151	-95	4	0.0195045	0.427482	45.2703	72	0	0	0	0	0	1	0.00495037	0.212132	196.005	-90	0	0	0	0	0	3	0.0147026	0.369274	62.0152	30	1	0.00495037	0.212132	196.005	-91	9	0.0427712	0.649519	17.3802	53	0	0	0	0	0	1	0.00495037	0.212132	196.005	-43	0	0	0	0	0
chr10_27051052_27051053	5	0.0242568	0.479157	35.2255	-60	3	0.0147026	0.369274	62.0151	2	1	0.00495037	0.212132	196.005	35	9	0.0527215	0.585024	33.5915	40	1	0.00495037	0.212132	196.005	47	3	0.0147026	0.369274	62.0152	-74	0	0	0	0	0	19	0.115443	0.834633	15.0317	25	0	0	0	0	0	3	0.0147026	0.369274	62.0152	42	0	0	0	0	0
chr10_27056870_27056871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	20	1	0.00495037	0.212132	196.005	-81	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27062100_27062101	7	0.033613	0.569862	23.7504	-76	1	0.00495037	0.212132	196.005	-22	7	0.033613	0.569862	23.7504	89	8	0.0382169	0.610784	20.1665	-19	2	0.00985124	0.300753	95.51	-77	8	0.0382169	0.610784	20.1665	-20	0	0	0	0	0	10	0.0572263	0.623918	28.8885	-18	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-84	0	0	0	0	0
chr10_27088862_27088863	1	0.00495037	0.212132	196.005	-50	7	0.0435633	0.500568	47.475	23	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-98	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	34
chr10_27096108_27096109	2	0.00985124	0.300753	95.51	-22	1	0.00495037	0.212132	196.005	25	1	0.00495037	0.212132	196.005	-93	6	0.0289597	0.526235	28.5307	-36	0	0	0	0	0	2	0.00985124	0.300753	95.51	-34	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27167734_27167735	31	0.170243	1.12138	7.00672	-16	6	0.0389099	0.45399	58.1529	-15	6	0.0289597	0.526235	28.5308	-22	147	0.813396	2.43272	-0.293337	-95	3	0.0147026	0.369274	62.0152	-79	10	0.0472761	0.686443	15.1524	-71	1	0.00495037	0.212132	196.005	-88	35	0.19356	1.18737	5.94475	-57	0	0	0	0	0	47	0.378159	1.14074	15.0572	-87	7	0.033613	0.569862	23.7504	-31
chr10_27171709_27171710	4	0.0195045	0.427482	45.2703	-76	16	0.0732655	0.882258	7.64899	-98	2	0.00985124	0.300753	95.51	-20	11	0.0616816	0.661059	25.1234	-98	2	0.00985124	0.300753	95.5101	-54	2	0.00985124	0.300753	95.5101	-94	2	0.00985124	0.300753	95.51	-2	8	0.0481671	0.544051	39.5975	-15	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-80
chr10_27211797_27211798	2	0.00985124	0.300753	95.5101	-90	0	0	0	0	0	1	0.00495037	0.212132	196.005	74	2	0.00985124	0.300753	95.51	-24	1	0.00495037	0.212132	196.005	-95	0	0	0	0	0	0	0	0	0	0	19	0.0955422	0.917447	10.4211	82	0	0	0	0	0	1	0.00495037	0.212132	196.005	-1	0	0	0	0	0
chr10_27216794_27216795	2	0.00985124	0.300753	95.5101	32	3	0.0147026	0.369274	62.0152	-34	1	0.00495037	0.212132	196.005	-53	3	0.0147026	0.369274	62.0152	-53	1	0.00495037	0.212132	196.005	-85	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	46	0	0	0	0	0	1	0.00495037	0.212132	196.005	-16	0	0	0	0	0
chr10_27218364_27218365	4	0.0195045	0.427482	45.2703	28	2	0.00985124	0.300753	95.51	-23	1	0.00495037	0.212132	196.005	-27	5	0.0242568	0.479157	35.2255	-98	1	0.00495037	0.212132	196.005	-4	3	0.0147026	0.369274	62.0152	-5	1	0.00495037	0.212132	196.005	33	1	0.00495037	0.212132	196.005	52	0	0	0	0	0	1	0.00495037	0.212132	196.005	74	0	0	0	0	0
chr10_27744020_27744021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27861536_27861537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27861934_27861935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27936416_27936417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27969980_27969981	0	0	0	0	0	1	0.00495037	0.212132	196.005	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27987152_27987153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27989988_27989989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_28584417_28584418	25	0.118858	1.08231	6.13474	-30	9	0.0527215	0.585024	33.5915	-40	13	0.0903443	0.645533	25.9205	-44	27	0.136185	1.09201	6.98031	60	14	0.0648004	0.820851	9.43201	-59	2	0.00985124	0.300753	95.51	-93	3	0.0147026	0.369274	62.0151	-6	10	0.0472761	0.686443	15.1524	-40	1	0.00495037	0.212132	196.005	95	7	0.033613	0.569862	23.7504	-98	7	0.033613	0.569862	23.7504	-69
chr10_29470483_29470484	4	0.0195045	0.427482	45.2703	-26	3	0.0147026	0.369274	62.0152	-40	2	0.00985124	0.300753	95.51	-35	4	0.0195045	0.427482	45.2703	-63	1	0.00495037	0.212132	196.005	89	9	0.0527215	0.585024	33.5915	-31	2	0.00985124	0.300753	95.5101	-90	2	0.00985124	0.300753	95.5101	-45	0	0	0	0	0	1	0.00495037	0.212132	196.005	15	1	0.00495037	0.212132	196.005	62
chr10_30320963_30320964	3	0.0147026	0.369274	62.0152	-74	6	0.0289597	0.526235	28.5308	-91	4	0.0195045	0.427482	45.2703	-90	6	0.0289597	0.526235	28.5308	17	3	0.0246528	0.285176	131.817	-77	0	0	0	0	0	0	0	0	0	0	26	0.132521	1.066	7.5331	-91	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-98	1	0.00495037	0.212132	196.005	18
chr10_30339631_30339632	21	0.113463	0.930504	11.2117	-13	18	0.0914829	0.888235	11.4612	50	13	0.0604935	0.788886	10.5307	-87	93	0.636667	1.73961	4.33306	-83	6	0.0289597	0.526235	28.5308	-84	8	0.0382169	0.610784	20.1665	-4	2	0.00985124	0.300753	95.51	-36	56	0.330338	1.45423	3.95442	56	3	0.0147026	0.369274	62.0152	33	82	0.629588	1.54245	4.42674	-31	6	0.0289597	0.526235	28.5308	-84
chr10_31512965_31512966	2	0.00985124	0.300753	95.51	19	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	44
chr10_31524585_31524586	1	0.00495037	0.212132	196.005	61	7	0.033613	0.569862	23.7504	-53	0	0	0	0	0	1	0.00495037	0.212132	196.005	-36	1	0.00495037	0.212132	196.005	-51	0	0	0	0	0	1	0.00495037	0.212132	196.005	50	13	0.0704438	0.73105	19.5084	64	0	0	0	0	0	1	0.00495037	0.212132	196.005	76	0	0	0	0	0
chr10_31814030_31814031	12	0.0660875	0.696702	22.0527	-29	15	0.079008	0.796491	15.5549	-47	6	0.0289597	0.526235	28.5308	31	72	0.478652	1.55327	2.86566	-48	12	0.0561372	0.755929	11.8135	2	12	0.0660875	0.696702	22.0527	-28	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-50	0	0	0	0	0	37	0.249697	1.10515	8.81416	-57	4	0.0195045	0.427482	45.2703	-59
chr10_32033361_32033362	7	0.033613	0.569862	23.7504	-38	5	0.0242568	0.479157	35.2255	-34	17	0.107275	0.774686	32.4877	61	33	0.177025	1.17063	11.2595	-37	1	0.00495037	0.212132	196.005	-79	14	0.0847009	0.717975	21.4559	-40	3	0.0147026	0.369274	62.0152	-26	14	0.0747506	0.764268	17.3713	33	0	0	0	0	0	16	0.113067	0.710196	33.6757	63	2	0.00985124	0.300753	95.51	62
chr10_32035377_32035378	16	0.093166	0.782378	17.5316	-95	2	0.00985124	0.300753	95.5101	-96	3	0.0147026	0.369274	62.0152	43	58	0.354546	1.45384	4.72203	-92	6	0.0389099	0.45399	58.1529	-95	46	0.275983	1.3069	6.05051	-45	1	0.00495037	0.212132	196.005	0	3	0.0147026	0.369274	62.0152	13	1	0.00495037	0.212132	196.005	-95	15	0.0690577	0.851943	8.48064	-94	7	0.033613	0.569862	23.7504	-77
chr10_32469746_32469747	1	0.00495037	0.212132	196.005	-89	1	0.00495037	0.212132	196.005	36	4	0.0195045	0.427482	45.2703	-86	4	0.0195045	0.427482	45.2703	-76	1	0.00495037	0.212132	196.005	-9	2	0.00985124	0.300753	95.51	-6	0	0	0	0	0	16	0.0732655	0.882258	7.64899	-7	0	0	0	0	0	1	0.00495037	0.212132	196.005	75	0	0	0	0	0
chr10_32565950_32565951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_32928613_32928614	11	0.0517314	0.72184	13.3306	-90	8	0.0382169	0.610784	20.1665	89	13	0.0604935	0.788886	10.5307	71	31	0.180194	1.08998	12.5027	48	1	0.00495037	0.212132	196.005	-21	3	0.0147026	0.369274	62.0152	-26	0	0	0	0	0	31	0.190144	1.06107	12.379	70	0	0	0	0	0	19	0.0955422	0.917447	10.4211	-64	3	0.0147026	0.369274	62.0152	-64
chr10_33266369_33266370	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	82	1	0.00495037	0.212132	196.005	-11	2	0.00985124	0.300753	95.51	-24	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	0
chr10_34331398_34331399	10	0.0472761	0.686443	15.1524	38	3	0.0147026	0.369274	62.0152	-80	1	0.00495037	0.212132	196.005	65	8	0.0382169	0.610784	20.1665	-80	5	0.0242568	0.479157	35.2255	36	3	0.0147026	0.369274	62.0152	48	2	0.00985124	0.300753	95.51	36	25	0.138759	1.00169	9.49077	-82	0	0	0	0	0	57	0.432019	1.29434	10.7107	58	4	0.0195045	0.427482	45.2703	41
chr10_34342187_34342188	3	0.0147026	0.369274	62.0152	-98	4	0.0195045	0.427482	45.2703	-12	3	0.0147026	0.369274	62.0152	-65	14	0.0648004	0.820851	9.43201	25	2	0.00985124	0.300753	95.5101	-96	1	0.00495037	0.212132	196.005	35	1	0.00495037	0.212132	196.005	53	3	0.0147026	0.369274	62.0152	-55	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-90	1	0.00495037	0.212132	196.005	-6
chr10_34342588_34342589	3	0.0147026	0.369274	62.0152	-68	16	0.113066	0.710196	20.4091	42	3	0.0147026	0.369274	62.0151	-98	11	0.0517314	0.72184	13.3306	-21	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	41	10	0.0472761	0.686443	15.1524	24	0	0	0	0	0	2	0.00985124	0.300753	95.51	-88	1	0.00495037	0.212132	196.005	10
chr10_34382122_34382123	6	0.0289597	0.526235	28.5308	-36	8	0.0382169	0.610784	20.1665	47	4	0.0195045	0.427482	45.2703	-40	15	0.0790079	0.796491	15.5549	-25	3	0.0147026	0.369274	62.0152	-61	3	0.0147026	0.369274	62.0152	-49	4	0.0195045	0.427482	45.2703	46	12	0.0561372	0.755929	11.8135	-32	1	0.00495037	0.212132	196.005	41	7	0.033613	0.569862	23.7504	-37	3	0.0147026	0.369274	62.0152	-30
chr10_34399621_34399622	7	0.033613	0.569862	23.7504	-28	3	0.0147026	0.369274	62.0151	-60	10	0.0472761	0.686443	15.1524	-10	64	0.306577	1.72518	1.4143	-7	2	0.00985124	0.300753	95.51	-59	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	39	0	0	0	0	0	17	0.0774238	0.911878	6.91592	11	1	0.00495037	0.212132	196.005	68
chr10_34564782_34564783	15	0.0690577	0.851943	8.48064	-5	4	0.0195045	0.427482	45.2703	-49	7	0.033613	0.569862	23.7504	-97	16	0.093166	0.782378	17.5316	-52	4	0.0195045	0.427482	45.2703	-24	0	0	0	0	0	0	0	0	0	0	20	0.0896017	0.997234	5.1605	22	0	0	0	0	0	1	0.00495037	0.212132	196.005	-5	2	0.00985124	0.300753	95.5101	-51
chr10_35025575_35025576	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-72	12	0.0561372	0.755929	11.8135	-77	22	0.137274	0.886245	12.8226	57	1	0.00495037	0.212132	196.005	79	1	0.00495037	0.212132	196.005	-53	0	0	0	0	0	1	0.00495037	0.212132	196.005	-86	0	0	0	0	0	1	0.00495037	0.212132	196.005	-71	0	0	0	0	0
