decoy_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr10_21588208_21588209	1	0.00980296	0.3	96.01	36	9	0.120772	0.769234	17.4422	33	2	0.0194099	0.426401	45.5202	-48	4	0.0380355	0.609208	20.2912	35	6	0.0756789	0.647834	26.9316	33	3	0.0288207	0.524891	28.6973	-38	0	0	0	0	0	9	0.19998	0.59779	33.0626	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_21590266_21590267	0	0	0	0	0	14	0.337222	0.716094	47.0118	-4	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-13	2	0.0194099	0.426401	45.5202	-3	1	0.00980296	0.3	96.01	-7	0	0	0	0	0	4	0.0578375	0.494032	45.7523	-1	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-4
chr10_21613359_21613360	12	0.1443	0.938315	11.2121	-48	7	0.0645035	0.818665	9.50303	26	3	0.0288207	0.524891	28.6973	24	23	0.314479	1.21824	7.31419	-30	2	0.0194099	0.426401	45.5202	-46	0	0	0	0	0	0	0	0	0	0	6	0.0558769	0.753937	11.8965	27	0	0	0	0	0	1	0.00980296	0.3	96.01	-1	0	0	0	0	0
chr10_22967752_22967753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_23000176_23000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24521609_24521610	3	0.0288207	0.524891	28.6973	30	1	0.00980296	0.3	96.0099	-18	0	0	0	0	0	1	0.00980296	0.3	96.01	6	0	0	0	0	0	1	0.00980296	0.3	96.01	46	2	0.0194099	0.426401	45.5202	-47	3	0.0288207	0.524891	28.6973	-16	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-48	2	0.0194099	0.426401	45.5202	-17
chr10_24525263_24525264	4	0.0380355	0.609208	20.2912	37	1	0.00980296	0.3	96.01	5	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-39	1	0.00980296	0.3	96.01	-3	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	2	0.0194099	0.426401	45.5202	12	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-27
chr10_24526615_24526616	4	0.0578375	0.494032	45.7523	-25	4	0.0380355	0.609208	20.2912	16	2	0.0194099	0.426401	45.5202	-48	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-46	0	0	0	0	0
chr10_24601285_24601286	0	0	0	0	0	14	0.396628	0.660292	37.2676	24	0	0	0	0	0	14	0.139202	1.11456	6.52612	45	2	0.0194099	0.426401	45.5202	10	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-6	0	0	0	0	0	12	0.401725	0.562363	70.6205	7	2	0.0194099	0.426401	45.5202	-32
chr10_24627941_24627942	3	0.0288207	0.524891	28.6973	-22	1	0.00980296	0.3	96.01	10	3	0.0288207	0.524891	28.6973	-48	4	0.0380355	0.609208	20.2912	-48	3	0.0486227	0.404112	63.8268	-48	2	0.0194099	0.426401	45.5202	-33	1	0.00980296	0.3	96.01	6	1	0.00980296	0.3	96.01	19	1	0.00980296	0.3	96.01	35	5	0.0668562	0.57438	34.486	-14	2	0.0194099	0.426401	45.5202	-8
chr10_24631084_24631085	0	0	0	0	0	1	0.00980296	0.3	96.01	28	0	0	0	0	0	9	0.0811685	0.938315	6.32005	-31	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-45	0	0	0	0	0	1	0.00980296	0.3	96.01	-1	0	0	0	0	0	1	0.00980296	0.3	96.01	8	1	0.00980296	0.3	96.01	2
chr10_24631118_24631119	1	0.00980296	0.3	96.0099	-35	4	0.0578375	0.494032	45.7523	-25	0	0	0	0	0	8	0.072934	0.879883	7.71103	3	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-11	0	0	0	0	0	1	0.00980296	0.3	96.01	33	0	0	0	0	0	1	0.00980296	0.3	96.01	42	1	0.00980296	0.3	96.01	36
chr10_24850901_24850902	1	0.00980296	0.3	96.01	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24938539_24938540	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	3	1	0.00980296	0.3	96.01	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24994023_24994024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_24996765_24996766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_25593007_25593008	0	0	0	0	0	1	0.00980296	0.3	96.0099	-38	1	0.00980296	0.3	96.01	-12	1	0.00980296	0.3	96.01	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26017146_26017147	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26067565_26067566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0288207	0.524891	28.6973	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26092548_26092549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26150149_26150150	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26175125_26175126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26200430_26200431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0392119	0.3	96.01	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26218495_26218496	2	0.0392119	0.3	96.01	33	1	0.00980296	0.3	96.01	32	0	0	0	0	0	1	0.00980296	0.3	96.01	33	1	0.00980296	0.3	96.01	32	1	0.00980296	0.3	96.01	32	0	0	0	0	0	1	0.00980296	0.3	96.01	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26292391_26292392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26496644_26496645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_26744703_26744704	4	0.0578375	0.494032	45.7523	-4	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	7	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	3
chr10_26752662_26752663	2	0.0194099	0.426401	45.5202	-10	7	0.0843055	0.716094	21.5852	-33	2	0.0194099	0.426401	45.5202	41	14	0.159004	1.04285	8.57128	26	1	0.00980296	0.3	96.01	26	2	0.0392119	0.3	96.0099	-28	1	0.00980296	0.3	96.0099	-14	9	0.120772	0.769234	17.4422	48	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	1	0.00980296	0.3	96.01	28
chr10_26762739_26762740	4	0.0380355	0.609208	20.2912	45	7	0.0843055	0.716094	21.5852	46	0	0	0	0	0	96	9.59161	0.920715	49.7876	47	6	0.0558769	0.753937	11.8965	-47	8	0.191746	0.542659	61.4141	-6	2	0.0194099	0.426401	45.5202	-27	23	0.255073	1.35268	3.85084	28	0	0	0	0	0	11	0.176257	0.77825	24.5512	-48	3	0.0288207	0.524891	28.6973	-1
chr10_26767315_26767316	20	0.198412	1.33366	4.00035	13	1	0.00980296	0.3	96.01	26	32	0.473875	1.38076	9.0128	9	54	1.06068	1.5574	9.66811	15	5	0.0668562	0.57438	34.4861	14	3	0.0288207	0.524891	28.6973	-7	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-43	0	0	0	0	0	5	0.0470542	0.684653	15.2521	47	4	0.0380355	0.609208	20.2912	-48
chr10_27013374_27013375	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-43	2	0.0194099	0.426401	45.5202	5	5	0.0470542	0.684653	15.2521	-20	1	0.00980296	0.3	96.01	39	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	4	0.0380355	0.609208	20.2912	9	0	0	0	0	0	1	0.00980296	0.3	96.01	7	1	0.00980296	0.3	96.01	34
chr10_27026002_27026003	1	0.00980296	0.3	96.0099	-40	1	0.00980296	0.3	96.01	44	0	0	0	0	0	1	0.00980296	0.3	96.01	4	0	0	0	0	0	1	0.00980296	0.3	96.0099	-15	0	0	0	0	0	1	0.00980296	0.3	96.01	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27050747_27050748	1	0.00980296	0.3	96.0099	-47	2	0.0194099	0.426401	45.5202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	30	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0	1	0.00980296	0.3	96.0099	-43	0	0	0	0	0
chr10_27051052_27051053	1	0.00980296	0.3	96.01	7	3	0.0288207	0.524891	28.6973	2	1	0.00980296	0.3	96.01	35	4	0.0578375	0.494032	45.7523	40	1	0.00980296	0.3	96.01	47	2	0.0194099	0.426401	45.5202	-41	0	0	0	0	0	9	0.120772	0.769234	17.4422	25	0	0	0	0	0	2	0.0194099	0.426401	45.5202	42	0	0	0	0	0
chr10_27056870_27056871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27062100_27062101	3	0.0288207	0.524891	28.6973	-43	1	0.00980296	0.3	96.0099	-22	3	0.0288207	0.524891	28.6973	-10	6	0.0558769	0.753937	11.8965	-19	3	0.0882266	0.3	96.01	-21	6	0.0558769	0.753937	11.8965	-20	0	0	0	0	0	7	0.0843055	0.716094	21.5852	-18	0	0	0	0	0	1	0.00980296	0.3	96.01	-4	0	0	0	0	0
chr10_27088862_27088863	1	0.00980296	0.3	96.0099	-48	4	0.0578375	0.494032	45.7523	23	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-43	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-31	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	34
chr10_27096108_27096109	2	0.0194099	0.426401	45.5202	-22	1	0.00980296	0.3	96.01	25	0	0	0	0	0	6	0.0756789	0.647834	26.9316	-36	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27167734_27167735	25	0.32487	1.30282	6.37392	-16	3	0.0486227	0.404112	63.8267	-15	5	0.0470542	0.684653	15.2521	-22	95	1.38261	-0.151566	1.00747	8	2	0.0194099	0.426401	45.5202	-21	7	0.0645035	0.818665	9.50304	-36	0	0	0	0	0	14	0.159004	1.04285	8.57128	-47	0	0	0	0	0	14	0.139202	1.11456	6.52613	-10	5	0.0470542	0.684653	15.2521	-31
chr10_27171709_27171710	3	0.0288207	0.524891	28.6973	-21	8	0.072934	0.879883	7.71103	-42	2	0.0194099	0.426401	45.5202	-20	7	0.0645035	0.818665	9.50304	31	0	0	0	0	0	1	0.00980296	0.3	96.01	46	2	0.0194099	0.426401	45.5202	-2	5	0.0668562	0.57438	34.4861	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27211797_27211798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-32	0	0	0	0	0	1	0.00980296	0.3	96.01	-1	0	0	0	0	0
chr10_27216794_27216795	2	0.0194099	0.426401	45.5202	32	2	0.0194099	0.426401	45.5202	-34	0	0	0	0	0	2	0.0194099	0.426401	45.5202	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	46	0	0	0	0	0	1	0.00980296	0.3	96.0099	-16	0	0	0	0	0
chr10_27218364_27218365	3	0.0288207	0.524891	28.6973	28	2	0.0194099	0.426401	45.5202	-23	1	0.00980296	0.3	96.0099	-27	2	0.0194099	0.426401	45.5202	-32	1	0.00980296	0.3	96.01	-4	2	0.0194099	0.426401	45.5202	-5	1	0.00980296	0.3	96.01	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27744020_27744021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27861536_27861537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27861934_27861935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27936416_27936417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27969980_27969981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27987152_27987153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_27989988_27989989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_28584417_28584418	14	0.178806	0.983415	19.6452	-30	6	0.115283	0.524891	54.4548	-40	3	0.0486227	0.404112	63.8268	-44	9	0.0811685	0.938315	6.32005	34	11	0.0970493	1.04881	4.30404	-40	0	0	0	0	0	4	0.0578375	0.494032	45.7523	-6	8	0.072934	0.879883	7.71103	-40	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-33	1	0.00980296	0.3	96.0099	-28
chr10_29470483_29470484	3	0.0288207	0.524891	28.6973	-26	2	0.0194099	0.426401	45.5202	-40	2	0.0194099	0.426401	45.5202	-35	2	0.0194099	0.426401	45.5202	-39	0	0	0	0	0	6	0.174689	0.426402	75.7424	-31	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-45	0	0	0	0	0	1	0.00980296	0.3	96.01	15	0	0	0	0	0
chr10_30320963_30320964	2	0.0194099	0.426401	45.5202	11	2	0.0194099	0.426401	45.5202	14	1	0.00980296	0.3	96.01	11	5	0.0470542	0.684653	15.2521	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0.10097	0.841289	14.6347	17	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-17	1	0.00980296	0.3	96.01	18
chr10_30339631_30339632	17	0.199392	1.13082	6.73783	-42	12	0.124498	1.01018	8.86288	21	10	0.128811	0.827606	14.9503	15	53	0.764239	1.80078	3.96508	-31	3	0.0288207	0.524891	28.6973	-14	4	0.0380355	0.609208	20.2912	-4	2	0.0194099	0.426401	45.5202	-36	31	0.549358	1.24232	15.8554	30	2	0.0194099	0.426401	45.5202	33	101	4.49505	1.41499	22.125	-31	3	0.0288207	0.524891	28.6973	-35
chr10_31512965_31512966	2	0.0194099	0.426401	45.5202	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	44
chr10_31524585_31524586	0	0	0	0	0	5	0.0668562	0.57438	34.4861	-48	0	0	0	0	0	1	0.00980296	0.3	96.0099	-36	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_31814030_31814031	12	0.164102	0.879883	24.3379	27	15	0.205666	0.982448	16.4665	-7	4	0.0380355	0.609208	20.2912	31	56	1.01931	1.64753	3.71374	-46	6	0.0558769	0.753937	11.8965	2	9	0.10097	0.841289	14.6347	-28	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0	25	0.364474	1.23	7.99882	-39	1	0.00980296	0.3	96.01	14
chr10_32033361_32033362	4	0.0380355	0.609208	20.2912	-38	4	0.0380355	0.609208	20.2912	-34	4	0.0380355	0.609208	20.2912	39	18	0.205862	1.17838	13.4305	-37	0	0	0	0	0	5	0.0866582	0.504505	36.2422	-40	2	0.0194099	0.426401	45.5202	-26	7	0.0843055	0.716094	21.5852	33	0	0	0	0	0	6	0.0756789	0.647834	26.9316	3	0	0	0	0	0
chr10_32035377_32035378	6	0.0558769	0.753937	11.8965	45	0	0	0	0	0	3	0.0288207	0.524891	28.6973	43	23	0.255073	1.35268	3.85084	13	1	0.00980296	0.3	96.01	44	31	0.687972	1.11014	13.0577	-7	1	0.00980296	0.3	96.01	0	1	0.00980296	0.3	96.01	13	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-48	0	0	0	0	0
chr10_32469746_32469747	0	0	0	0	0	1	0.00980296	0.3	96.01	36	1	0.00980296	0.3	96.0099	-15	1	0.00980296	0.3	96.01	-6	1	0.00980296	0.3	96.01	-9	1	0.00980296	0.3	96.01	-6	0	0	0	0	0	8	0.072934	0.879883	7.71103	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_32565950_32565951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_32928613_32928614	4	0.0380355	0.609208	20.2912	-31	1	0.00980296	0.3	96.01	-3	3	0.0288207	0.524891	28.6973	44	17	0.219194	1.07853	13.7667	48	1	0.00980296	0.3	96.0099	-21	2	0.0194099	0.426401	45.5202	-26	0	0	0	0	0	7	0.0645035	0.818665	9.50303	-48	0	0	0	0	0	3	0.0288207	0.524891	28.6973	8	1	0.00980296	0.3	96.01	9
chr10_33266369_33266370	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-11	1	0.00980296	0.3	96.0099	-24	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	0
chr10_34331398_34331399	4	0.0380355	0.609208	20.2912	38	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-20	2	0.0194099	0.426401	45.5202	36	1	0.00980296	0.3	96.01	48	1	0.00980296	0.3	96.01	36	4	0.0380355	0.609208	20.2912	-37	0	0	0	0	0	26	0.943633	0.795008	32.3131	41	2	0.0194099	0.426401	45.5202	41
chr10_34342187_34342188	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-12	2	0.0194099	0.426401	45.5202	-19	9	0.0811685	0.938315	6.32005	25	0	0	0	0	0	1	0.00980296	0.3	96.01	35	0	0	0	0	0	1	0.00980296	0.3	96.01	46	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-6
chr10_34342588_34342589	1	0.00980296	0.3	96.0099	-22	14	0.277816	0.78895	17.5657	42	2	0.0194099	0.426401	45.5202	12	6	0.0558769	0.753937	11.8965	-21	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	41	5	0.0470542	0.684653	15.2521	24	0	0	0	0	0	1	0.00980296	0.3	96.0099	-22	1	0.00980296	0.3	96.01	10
chr10_34382122_34382123	5	0.0470542	0.684653	15.2521	-36	5	0.0470542	0.684653	15.2521	47	3	0.0288207	0.524891	28.6973	-40	13	0.15175	0.991241	9.78485	-48	1	0.00980296	0.3	96.0099	-40	2	0.0194099	0.426401	45.5202	-48	2	0.0194099	0.426401	45.5202	46	7	0.0645035	0.818665	9.50303	-32	1	0.00980296	0.3	96.01	41	4	0.0380355	0.609208	20.2912	-37	3	0.0288207	0.524891	28.6973	-30
chr10_34399621_34399622	6	0.0558769	0.753937	11.8965	-28	1	0.00980296	0.3	96.01	37	5	0.0470542	0.684653	15.2521	-10	52	0.566611	2.05192	3.23233	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	39	0	0	0	0	0	9	0.0811685	0.938315	6.32005	11	0	0	0	0	0
chr10_34564782_34564783	15	0.126458	1.2529	1.90775	-5	4	0.0380355	0.609208	20.2912	-48	3	0.0288207	0.524891	28.6973	-31	12	0.164102	0.879883	12.1503	40	2	0.0194099	0.426401	45.5202	-24	0	0	0	0	0	0	0	0	0	0	9	0.0811685	0.938315	6.32005	22	0	0	0	0	0	1	0.00980296	0.3	96.01	-5	2	0.0194099	0.426401	45.5202	-48
chr10_35025575_35025576	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-21	5	0.0470542	0.684653	15.2521	-37	18	0.304872	0.968308	22.5671	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_35040676_35040677	3	0.0288207	0.524891	28.6973	-37	1	0.00980296	0.3	96.01	27	3	0.0486227	0.404112	63.8267	19	9	0.0811685	0.938315	6.32005	5	0	0	0	0	0	1	0.00980296	0.3	96.0099	-36	0	0	0	0	0	6	0.0756789	0.647834	26.9316	-4	0	0	0	0	0	2	0.0194099	0.426401	45.5202	10	0	0	0	0	0
chr10_35052635_35052636	0	0	0	0	0	5	0.0470542	0.684653	15.2521	40	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-43	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	29	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	1	0.00980296	0.3	96.01	41
chr10_35067847_35067848	0	0	0	0	0	3	0.0288207	0.524891	28.6973	0	2	0.0194099	0.426401	45.5202	-20	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	31	0	0	0	0	0	1	0.00980296	0.3	96.01	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_35183226_35183227	2	0.0194099	0.426401	45.5202	14	2	0.0194099	0.426401	45.5202	-22	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-9	1	0.00980296	0.3	96.0099	-25	0	0	0	0	0	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-26	0	0	0	0	0	1	0.00980296	0.3	96.0099	-23	0	0	0	0	0
chr10_35527777_35527778	12	0.183904	0.831163	12.3766	-21	3	0.0288207	0.524891	28.6973	38	16	0.23233	0.985978	14.0174	-10	7	0.0645035	0.818665	9.50303	-48	1	0.00980296	0.3	96.01	0	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-48	5	0.0470542	0.684653	15.2521	-29	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-8	3	0.0288207	0.524891	28.6973	-24
chr10_37127847_37127848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_42786017_42786018	1	0.00980296	0.3	96.0099	-48	6	0.0558769	0.753937	11.8965	13	4	0.0380355	0.609208	20.2912	-33	19	0.44976	0.841518	19.3627	23	4	0.0380355	0.609208	20.2912	24	19	0.192334	1.28684	4.54167	26	0	0	0	0	0	6	0.0558769	0.753937	11.8965	40	0	0	0	0	0	9	0.160376	0.667532	30.8327	13	1	0.00980296	0.3	96.01	35
